Designator,Mid X,Mid Y,Layer,Rotation
C1,143.05,-101,bottom,180
C2,139.55,-101,bottom,180
C3,136.05,-101,bottom,180
C4,132.55,-101,bottom,180
C5,129.05,-101,bottom,180
C6,127.825,-82,bottom,180
C7,127.825,-85,bottom,180
C8,127.825,-88,bottom,180
C9,127.825,-91,bottom,180
R1,127.825,-94,bottom,180
U1,144,-94,bottom,180
